// image  001
-0.0,150.98602,285.16135
-0.0,150.98602,278.16135
-0.0,150.98602,277.16135
-0.0,150.98602,276.16135
-0.0,149.76839,275.85605
-0.0,149.76839,274.85605
-0.0,149.76839,273.85605
-0.0,149.76839,272.85605
-0.0,150.98602,271.16135
-0.0,150.98602,270.16135
-0.0,150.98602,269.16135
-0.0,149.76839,268.85605
-0.0,149.76839,267.85605
-0.0,149.76839,266.85605
-0.0,149.76839,265.85605
-0.0,150.98602,264.16135
-0.0,150.98602,263.16135
-0.0,150.98602,262.16135
-0.0,150.98602,261.16135
-0.0,149.76839,260.85605
-0.0,149.76839,232.85605
-0.0,149.76839,231.85605
-0.0,149.76839,230.85605
-0.0,149.76839,229.85605
-0.0,149.76839,228.85605
-0.0,149.76839,227.85605
-0.0,149.76839,226.85605
-0.0,149.76839,225.85605
-0.0,149.76839,215.85605
-0.0,149.76839,214.85605
-0.0,148.55077,214.55075
-0.0,148.55077,213.55075
-0.0,148.55077,212.55075
-0.0,149.76839,210.85605
-0.0,149.76839,209.85605
-0.0,149.76839,208.85605
-0.0,149.76839,207.85605
-0.0,149.76839,206.85605
-0.0,149.76839,205.85605
-0.0,149.76839,204.85605
-0.0,149.76839,203.85605
-0.0,149.76839,202.85605
-0.0,149.76839,201.85605
-0.0,149.76839,200.85605
-0.0,149.76839,199.85605
-0.0,149.76839,198.85605
-0.0,149.76839,197.85605
-0.0,149.76839,196.85605
-0.0,149.76839,195.85605
-0.0,148.55077,195.55075
-0.0,148.55077,194.55075
-0.0,148.55077,193.55075
-0.0,148.55077,192.55075
-0.0,148.55077,191.55075
-0.0,149.76839,189.85605
-0.0,148.55077,189.55075
-0.0,148.55077,188.55075
-0.0,148.55077,187.55075
-0.0,148.55077,186.55075
-0.0,148.55077,185.55075
-0.0,148.55077,184.55075
-0.0,148.55077,183.55075
-0.0,148.55077,182.55075
-0.0,148.55077,181.55075
-0.0,148.55077,180.55075
-0.0,148.55077,179.55075
-0.0,148.55077,178.55075
-0.0,148.55077,177.55075
-0.0,148.55077,176.55075
-0.0,148.55077,175.55075
-0.0,148.55077,174.55075
-0.0,148.55077,173.55075
-0.0,148.55077,172.55075
-0.0,148.55077,171.55075
-0.0,148.55077,170.55075
-0.0,148.55077,169.55075
-0.0,148.55077,168.55075
-0.0,148.55077,167.55075
-0.0,148.55077,166.55075
-0.0,148.55077,165.55075
-0.0,148.55077,164.55075
-0.0,148.55077,163.55075
-0.0,148.55077,162.55075
-0.0,148.55077,161.55075
-0.0,148.55077,160.55075
-0.0,148.55077,148.55075
-0.0,148.55077,147.55075
-0.0,148.55077,146.55075
-0.0,148.55077,145.55075
-0.0,148.55077,144.55075
-0.0,148.55077,143.55075
-0.0,147.33313,143.24547
-0.0,147.33313,142.24547
-0.0,147.33313,141.24547
-0.0,147.33313,140.24547
-0.0,147.33313,139.24547
-0.0,147.33313,138.24547
-0.0,147.33313,137.24547
-0.0,147.33313,136.24547
-0.0,147.33313,135.24547
-0.0,147.33313,134.24547
-0.0,147.33313,133.24547
-0.0,147.33313,132.24547
-0.0,147.33313,131.24547
-0.0,147.33313,130.24547
-0.0,147.33313,129.24547
-0.0,147.33313,128.24547
-0.0,147.33313,127.24547
-0.0,146.11551,126.94018
-0.0,146.11551,125.94018
-0.0,146.11551,124.94018
-0.0,146.11551,123.94018
-0.0,146.11551,122.94018
-0.0,146.11551,121.94018
-0.0,146.11551,120.94018
-0.0,146.11551,119.94018
-0.0,146.11551,118.94018
-0.0,146.11551,117.94018
-0.0,146.11551,116.94018
-0.0,146.11551,115.94018
-0.0,146.11551,114.94018
-0.0,146.11551,113.94018
-0.0,146.11551,112.94018
-0.0,146.11551,111.94018
-0.0,146.11551,110.94018
-0.0,146.11551,109.94018
-0.0,146.11551,108.94018
-0.0,146.11551,107.94018
-0.0,146.11551,106.94018
-0.0,146.11551,105.94018
-0.0,146.11551,104.94018
-0.0,146.11551,103.94018
-0.0,146.11551,102.94018
-0.0,146.11551,101.94018
-0.0,146.11551,100.94018
-0.0,146.11551,99.94018
-0.0,146.11551,98.94018
-0.0,146.11551,97.94018
-0.0,146.11551,96.94018
-0.0,146.11551,95.94018
-0.0,146.11551,94.94018
-0.0,146.11551,93.94018
-0.0,144.89787,93.63489
-0.0,144.89787,92.63489
-0.0,144.89787,91.63489
-0.0,144.89787,90.63489
-0.0,144.89787,89.63489
-0.0,144.89787,88.63489
-0.0,144.89787,87.63489
-0.0,144.89787,86.63489
-0.0,143.68025,86.3296
-0.0,143.68025,85.3296
-0.0,143.68025,84.3296
-0.0,143.68025,83.3296
-0.0,144.89787,81.63489
-0.0,144.89787,80.63489
-0.0,144.89787,79.63489
-0.0,144.89787,78.63489
-0.0,144.89787,77.63489
-0.0,143.68025,77.3296
-0.0,143.68025,76.3296
-0.0,143.68025,75.3296
-0.0,143.68025,74.3296
-0.0,143.68025,73.3296
-0.0,143.68025,72.3296
-0.0,143.68025,71.3296
-0.0,143.68025,70.3296
-0.0,143.68025,54.329597
-0.0,143.68025,53.329597
-0.0,143.68025,52.329597
-0.0,143.68025,51.329597
0.0,-69.40486,159.90372
0.0,-70.6225,159.59842
0.0,-70.6225,158.59842
0.0,-70.6225,157.59842
0.0,-70.6225,156.59842
0.0,-71.840126,156.29314
0.0,-66.969604,151.5143
0.0,-65.751976,149.8196
0.0,-65.751976,148.8196
0.0,-65.751976,147.8196
0.0,-64.53435,146.12488
0.0,-64.53435,145.12488
0.0,-64.53435,144.12488
0.0,-64.53435,143.12488
0.0,-64.53435,142.12488
0.0,-63.31672,140.43018
0.0,-62.09909,138.73546
0.0,-62.09909,137.73546
0.0,-62.09909,136.73546
0.0,-60.88146,135.04076
0.0,-60.88146,134.04076
0.0,-60.88146,133.04076
0.0,-60.88146,132.04076
0.0,-59.66383,130.34604
0.0,-58.4462,128.65134
0.0,-58.4462,127.65134
0.0,-57.228573,125.95663
0.0,-57.228573,124.95663
0.0,-57.228573,123.95663
0.0,-56.010944,122.26192
0.0,-53.575684,119.8725
0.0,-53.575684,118.8725
0.0,-52.358055,117.17779
0.0,-52.358055,116.17779
0.0,-51.140427,114.48308
0.0,-51.140427,113.48308
0.0,-51.140427,112.48308
0.0,-51.140427,111.48308
0.0,-49.9228,109.78837
0.0,-48.70517,108.09366
0.0,-47.487537,106.39896
0.0,-46.26991,104.70424
0.0,-45.05228,103.00954
0.0,-45.05228,102.00954
0.0,-45.05228,101.00954
0.0,-43.834652,99.31482
0.0,-42.617023,97.62012
0.0,-30.44073,68.67302
0.0,-30.44073,67.67302
-0.0,9.741034,38.747616
-0.0,9.741034,37.747616
-0.0,6.088146,38.831745
-0.0,6.088146,37.831745
-0.0,4.870517,37.526455
-0.0,2.4352584,37.91587
-0.0,2.4352584,36.91587
0.0,-24.352585,51.19948
0.0,-24.352585,50.19948
0.0,-25.570213,49.894184
0.0,-26.787842,49.588894
0.0,-21.917326,45.81006
0.0,-21.917326,44.81006
0.0,-23.134954,44.50477
0.0,-35.31125,50.45186
0.0,-36.528877,50.14657
0.0,-48.70517,50.09366
0.0,-51.140427,50.483078
0.0,-51.140427,49.483078
0.0,-52.358055,49.177788
0.0,-52.358055,48.177788
0.0,-53.575684,47.872498
0.0,-54.793316,47.567207
0.0,-54.793316,46.567207
0.0,-56.010944,46.261917
0.0,-56.010944,45.261917
